time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-29 00:00:00+00:00,2.0,2.0,6,3
2023-01-30 00:00:00+00:00,2.0,1.0,21,10
2023-01-31 00:00:00+00:00,1.0,1.0,7,5
2023-02-01 00:00:00+00:00,3.0,2.0,21,7
2023-02-02 00:00:00+00:00,1.0,1.0,21,6
2023-02-03 00:00:00+00:00,5.0,3.0,13,9
2023-02-04 00:00:00+00:00,,,10,6
2023-02-05 00:00:00+00:00,,,17,5
2023-02-06 00:00:00+00:00,2.0,1.0,18,9
2023-02-07 00:00:00+00:00,2.0,1.0,32,8
2023-02-08 00:00:00+00:00,2.0,1.0,9,7
2023-02-09 00:00:00+00:00,,,30,9
2023-02-10 00:00:00+00:00,2.0,1.0,2,2
2023-02-11 00:00:00+00:00,1.0,1.0,6,5
